WKT,FEAT_DESC,NAME,PERENNIAL,HIERARCHY,MAP_LEGEND,PERIMETER,HECTARES,myarea,myperim
"MULTIPOLYGON (((121.04816 -21.34811,121.04755 -21.34811,121.04623 -21.34913,121.04563 -21.35015,121.04491 -21.35286,121.04432 -21.35478,121.04408 -21.35681,121.04445 -21.35828,121.04469 -21.35884,121.04409 -21.35986,121.04361 -21.36042,121.04325 -21.36099,121.04301 -21.36088,121.04312 -21.3602,121.04336 -21.35975,121.04348 -21.35896,121.0424 -21.35941,121.04228 -21.35885,121.04312 -21.35692,121.04371 -21.35264,121.04406 -21.35037,121.04466 -21.3488,121.04599 -21.348,121.04851 -21.34574,121.04887 -21.34495,121.05031 -21.34336,121.05175 -21.34144,121.05211 -21.33963,121.05247 -21.33929,121.05296 -21.33997,121.05272 -21.34133,121.052 -21.34279,121.05032 -21.34494,121.04888 -21.34754,121.04816 -21.34811)))",Lake,,Perennial,Not applicable,Perennial Lake,5747.628,32.562,"325619","5730"
"MULTIPOLYGON (((120.56011 -21.09477,120.56011 -21.09319,120.56047 -21.09127,120.56132 -21.08935,120.56156 -21.08698,120.56204 -21.08506,120.56385 -21.081,120.56481 -21.07987,120.56517 -21.0792,120.56625 -21.07874,120.56721 -21.07874,120.56637 -21.08134,120.56529 -21.08303,120.56505 -21.08416,120.56336 -21.08709,120.56324 -21.08901,120.563 -21.09003,120.56276 -21.09026,120.56252 -21.08958,120.56222 -21.08911,120.56143 -21.09138,120.56071 -21.0942,120.56011 -21.09477),(120.56288 -21.08563,120.5636 -21.08518,120.56384 -21.08405,120.563 -21.0845,120.56288 -21.08563),(120.56469 -21.08179,120.56505 -21.08168,120.56553 -21.081,120.56565 -21.08044,120.56505 -21.08055,120.56445 -21.08134,120.56469 -21.08179)))",Lake,,Perennial,Not applicable,Perennial Lake,5130.326,30.524,"305241","5113"
"MULTIPOLYGON (((119.7442 -20.55989,119.74831 -20.56177,119.75094 -20.56313,119.7531 -20.5638,119.75514 -20.5638,119.75645 -20.56335,119.7604 -20.5629,119.7646 -20.56313,119.76557 -20.56353,119.76711 -20.56516,119.76915 -20.56561,119.77023 -20.5655,119.77179 -20.56483,119.77406 -20.5655,119.77514 -20.56629,119.77825 -20.56708,119.78259 -20.56916,119.78328 -20.5707,119.78544 -20.57273,119.78706 -20.57324,119.7882 -20.57447,119.78991 -20.57634,119.78736 -20.57442,119.7852 -20.57329,119.78376 -20.57226,119.78197 -20.56945,119.78149 -20.569,119.7773 -20.56731,119.7749 -20.56674,119.77215 -20.5655,119.77143 -20.5655,119.76987 -20.56607,119.76879 -20.56607,119.76676 -20.5655,119.76496 -20.56381,119.76436 -20.56358,119.76041 -20.56347,119.75861 -20.56392,119.75517 -20.56427,119.75394 -20.5644,119.7519 -20.56414,119.74975 -20.56335,119.7442 -20.55989)))",Lake,PIRINOONING POOL,Perennial,Not applicable,Perennial Lake,10871.887,31.965,"319648","10902"
"MULTIPOLYGON (((117.39815 -21.16286,117.39849 -21.16073,117.39909 -21.15949,117.39958 -21.15746,117.39994 -21.1569,117.40103 -21.15577,117.40261 -21.15194,117.40345 -21.15081,117.40431 -21.14799,117.40455 -21.14607,117.40516 -21.14404,117.40589 -21.1428,117.40613 -21.14145,117.40674 -21.14009,117.40735 -21.13761,117.40815 -21.13661,117.40806 -21.13964,117.40685 -21.14201,117.40673 -21.14371,117.406 -21.14562,117.40551 -21.14777,117.4043 -21.15126,117.4026 -21.15408,117.40199 -21.15611,117.40078 -21.1578,117.39993 -21.15983,117.39933 -21.16062,117.39908 -21.16164,117.39815 -21.16286)))",Lake,YANNA POOL,Perennial,Not applicable,Perennial Lake,6295.964,31.573,"315728","6270"
"MULTIPOLYGON (((120.56902 -21.07254,120.56902 -21.0722,120.56998 -21.07051,120.5727 -21.06845,120.57492 -21.06717,120.5756 -21.06638,120.57624 -21.06583,120.57696 -21.06509,120.57792 -21.06441,120.58033 -21.06205,120.58057 -21.06103,120.58178 -21.05934,120.58322 -21.0581,120.58406 -21.0581,120.58394 -21.05923,120.58141 -21.06204,120.58093 -21.0634,120.57985 -21.06464,120.57853 -21.06543,120.57564 -21.06825,120.57335 -21.06927,120.56998 -21.07254,120.56902 -21.07254)))",Lake,ROCKY POOL,Perennial,Not applicable,Perennial Lake,4648.207,30.362,"303623","4648"
"MULTIPOLYGON (((117.0529 -21.57153,117.04856 -21.57072,117.04759 -21.57015,117.04639 -21.56991,117.0441 -21.56866,117.04169 -21.56775,117.04072 -21.56774,117.03759 -21.56705,117.03626 -21.56704,117.03481 -21.56647,117.03276 -21.56601,117.02914 -21.56565,117.02868 -21.56499,117.03108 -21.56487,117.03217 -21.56521,117.03458 -21.56511,117.03743 -21.56579,117.0382 -21.56637,117.04085 -21.56661,117.04182 -21.56684,117.04278 -21.56741,117.04409 -21.5677,117.04435 -21.56776,117.0468 -21.56856,117.04881 -21.56925,117.04977 -21.57004,117.05037 -21.57028,117.0505 -21.57028,117.05216 -21.57035,117.0534 -21.57107,117.0529 -21.57153)))",Lake,,Perennial,Not applicable,Perennial Lake,5428.501,29.662,"296615","5454"
"MULTIPOLYGON (((121.14493 -21.56843,121.14408 -21.56663,121.14117 -21.56302,121.13923 -21.56168,121.1327 -21.55853,121.12992 -21.55775,121.12807 -21.55733,121.12778 -21.55709,121.12859 -21.55662,121.13234 -21.55718,121.13657 -21.55886,121.13693 -21.55852,121.13765 -21.55886,121.14074 -21.56151,121.14419 -21.56505,121.14577 -21.5673,121.14625 -21.56843,121.14626 -21.56899,121.14493 -21.56843)))",Lake,,Perennial,Not applicable,Perennial Lake,4974.710,28.896,"288954","4982"
"MULTIPOLYGON (((120.90308 -20.97716,120.90189 -20.97702,120.89515 -20.96649,120.89378 -20.96393,120.89413 -20.9631,120.89504 -20.9633,120.90317 -20.97635,120.90308 -20.97716)))",Lake,COORACOORAWINE POOL,Perennial,Not applicable,Perennial Lake,3771.207,27.852,"278535","3762"
"MULTIPOLYGON (((119.23022 -20.1027,119.23029 -20.09801,119.23066 -20.09598,119.23067 -20.0935,119.23152 -20.09,119.23201 -20.08684,119.23192 -20.08525,119.23179 -20.08244,119.23045 -20.07904,119.23192 -20.07951,119.23228 -20.07985,119.23263 -20.08132,119.23261 -20.0847,119.23296 -20.0873,119.23295 -20.08965,119.23283 -20.0908,119.23186 -20.09305,119.23138 -20.09553,119.23135 -20.10072,119.23022 -20.1027)))",Lake,,Perennial,Not applicable,Perennial Lake,5489.234,27.571,"275709","5469"
"MULTIPOLYGON (((120.99983 -20.98187,120.99905 -20.98137,120.99999 -20.97913,121.00108 -20.97799,121.00368 -20.97599,121.00643 -20.975,121.00827 -20.97506,121.00923 -20.97548,121.01313 -20.97928,121.0128 -20.97991,121.01188 -20.97984,121.00839 -20.97663,121.00662 -20.97636,121.00426 -20.97723,121.00342 -20.97823,121.00208 -20.97897,121.00124 -20.97985,120.99983 -20.98187)))",Lake,,Perennial,Not applicable,Perennial Lake,3905.029,27.026,"270263","3909"
"MULTIPOLYGON (((118.0051 -20.52103,118.00261 -20.51889,118.00068 -20.51664,118.00044 -20.51562,118.00079 -20.51517,118.00139 -20.51517,118.00296 -20.51697,118.00333 -20.51798,118.00634 -20.52091,118.00754 -20.52158,118.0109 -20.52247,118.01246 -20.52326,118.01379 -20.52528,118.01404 -20.52754,118.01517 -20.53033,118.0158 -20.53223,118.01418 -20.53036,118.01345 -20.5289,118.01308 -20.5263,118.01223 -20.52427,118.01139 -20.5236,118.00935 -20.52327,118.00706 -20.52237,118.0051 -20.52103)))",Lake,,Perennial,Not applicable,Perennial Lake,5322.899,27.049,"270490","5319"
"MULTIPOLYGON (((117.09878 -21.59086,117.0976 -21.59004,117.09676 -21.58879,117.09605 -21.58698,117.09581 -21.58597,117.09449 -21.58404,117.09212 -21.5818,117.09209 -21.58177,117.09101 -21.58143,117.08956 -21.58018,117.08619 -21.57881,117.08522 -21.57817,117.08442 -21.5772,117.08459 -21.5769,117.08602 -21.57723,117.08728 -21.57825,117.08911 -21.57879,117.09023 -21.57957,117.09186 -21.58007,117.09274 -21.58074,117.09366 -21.58144,117.09552 -21.58331,117.09659 -21.58495,117.09761 -21.58767,117.09881 -21.59004,117.09878 -21.59086)))",Lake,CROSSING POOL,Perennial,Not applicable,Perennial Lake,4533.154,26.799,"267991","4532"
"MULTIPOLYGON (((119.92166 -20.60801,119.91915 -20.60801,119.91795 -20.60756,119.91603 -20.60621,119.91387 -20.60519,119.91112 -20.60474,119.90872 -20.60474,119.90704 -20.6052,119.90477 -20.60475,119.90189 -20.60373,119.90045 -20.60351,119.89722 -20.6034,119.89434 -20.60295,119.88967 -20.60295,119.88787 -20.6034,119.8854 -20.6034,119.88859 -20.60238,119.89267 -20.60216,119.8959 -20.60227,119.89997 -20.60283,119.90285 -20.60339,119.90513 -20.6043,119.90692 -20.60463,119.90836 -20.60429,119.91196 -20.60429,119.91375 -20.60463,119.91543 -20.60519,119.91759 -20.60666,119.91939 -20.60756,119.92112 -20.60765,119.92438 -20.60707,119.92166 -20.60801)))",Lake,,Perennial,Not applicable,Perennial Lake,8402.408,26.778,"267777","8438"
"MULTIPOLYGON (((120.66351 -20.79848,120.66279 -20.79813,120.66078 -20.79253,120.65645 -20.78474,120.65677 -20.7839,120.65775 -20.78416,120.6621 -20.79199,120.66402 -20.79674,120.66412 -20.798,120.66351 -20.79848)))",Lake,CORDOOIN POOL,Perennial,Not applicable,Perennial Lake,3691.187,26.204,"262042","3680"
"MULTIPOLYGON (((119.4214 -20.38791,119.42351 -20.38811,119.42589 -20.38892,119.42302 -20.38892,119.42081 -20.38825,119.41872 -20.38812,119.41513 -20.38653,119.41238 -20.38426,119.41095 -20.38336,119.41045 -20.38351,119.41178 -20.38474,119.41537 -20.38766,119.41659 -20.38927,119.41859 -20.39127,119.42205 -20.39354,119.42046 -20.39301,119.41811 -20.3915,119.41604 -20.3895,119.41489 -20.38788,119.41154 -20.38528,119.40992 -20.38368,119.40926 -20.38304,119.40808 -20.38188,119.40509 -20.37918,119.40773 -20.38053,119.40976 -20.38155,119.41025 -20.38192,119.41141 -20.3828,119.41215 -20.38336,119.41537 -20.38608,119.41884 -20.38767,119.4214 -20.38791)))",Lake,,Perennial,Not applicable,Perennial Lake,8316.365,25.803,"258035","8330"
"MULTIPOLYGON (((119.21051 -20.28484,119.20552 -20.27997,119.20518 -20.27751,119.20672 -20.278,119.20827 -20.27948,119.20886 -20.28072,119.21041 -20.28219,119.21089 -20.2831,119.21063 -20.28425,119.21095 -20.28455,119.21133 -20.28491,119.21214 -20.28497,119.21416 -20.28443,119.21698 -20.28326,119.21854 -20.28448,119.21961 -20.28595,119.22128 -20.28742,119.22478 -20.28921,119.22417 -20.2892,119.22107 -20.28771,119.2192 -20.28612,119.21755 -20.28405,119.21659 -20.28376,119.21422 -20.28511,119.21215 -20.28561,119.21051 -20.28484)))",Lake,GINDERWOORENER POOL,Perennial,Not applicable,Perennial Lake,5621.587,25.440,"254394","5626"
"MULTIPOLYGON (((120.10796 -20.64037,120.10334 -20.63569,120.10162 -20.63374,120.1 -20.63094,120.09875 -20.62905,120.09884 -20.62828,120.09903 -20.62814,120.09945 -20.62805,120.1 -20.62839,120.10281 -20.63298,120.10874 -20.63909,120.10899 -20.6397,120.10857 -20.64031,120.10796 -20.64037)))",Lake,COOLCOOLINNARRINER POOL,Perennial,Not applicable,Perennial Lake,3535.530,25.016,"250164","3531"
"MULTIPOLYGON (((120.46706 -21.27463,120.46736 -21.27371,120.47041 -21.27077,120.47101 -21.26964,120.47125 -21.26885,120.47185 -21.26839,120.47306 -21.26693,120.4733 -21.26558,120.47368 -21.26528,120.47403 -21.26489,120.47584 -21.2631,120.4768 -21.26106,120.47741 -21.25892,120.47825 -21.25847,120.47849 -21.2587,120.47837 -21.25959,120.47752 -21.26163,120.47583 -21.26433,120.47438 -21.2676,120.47245 -21.27021,120.47149 -21.27167,120.47113 -21.27167,120.46896 -21.2729,120.46763 -21.27449,120.46706 -21.27463)))",Lake,,Perennial,Not applicable,Perennial Lake,4453.542,24.899,"248988","4445"
"MULTIPOLYGON (((117.26177 -20.7512,117.26105 -20.75086,117.26105 -20.75053,117.26165 -20.74996,117.26297 -20.74906,117.26309 -20.74861,117.26249 -20.74827,117.26009 -20.74861,117.25913 -20.74815,117.25997 -20.7477,117.26225 -20.74748,117.26297 -20.7468,117.26033 -20.74499,117.25973 -20.7451,117.25913 -20.74556,117.25865 -20.74533,117.25841 -20.74386,117.25889 -20.74341,117.26009 -20.74341,117.26129 -20.74375,117.26321 -20.74578,117.2649 -20.74631,117.26393 -20.74804,117.26405 -20.74861,117.26549 -20.74962,117.26501 -20.75019,117.26381 -20.75075,117.26177 -20.7512)))",Lake,,Perennial,Not applicable,Perennial Lake,3731.774,24.204,"242044","3738"
"MULTIPOLYGON (((119.17329 -20.10347,119.17088 -20.09977,119.16882 -20.09815,119.16845 -20.09786,119.16712 -20.09542,119.16699 -20.09342,119.16611 -20.09234,119.16532 -20.09233,119.16473 -20.09199,119.16374 -20.08967,119.16199 -20.08788,119.16176 -20.08757,119.15965 -20.08474,119.15914 -20.08497,119.15855 -20.08452,119.15749 -20.0809,119.15762 -20.07866,119.15765 -20.07803,119.15791 -20.07774,119.15804 -20.07864,119.15856 -20.08204,119.15891 -20.08317,119.16027 -20.08445,119.16165 -20.0851,119.16176 -20.08666,119.16671 -20.09234,119.16735 -20.0933,119.16859 -20.09738,119.17011 -20.0986,119.17245 -20.10037,119.17329 -20.10347)))",Lake,WELBURN POOL,Perennial,Not applicable,Perennial Lake,6974.792,24.113,"241131","6962"
"MULTIPOLYGON (((118.01605 -20.51997,118.01594 -20.51933,118.01851 -20.51901,118.02048 -20.5187,118.02387 -20.51717,118.0285 -20.51675,118.03209 -20.51561,118.03401 -20.51549,118.03482 -20.51646,118.03054 -20.51686,118.0297 -20.51742,118.02947 -20.5181,118.02875 -20.51833,118.02539 -20.51801,118.02371 -20.51847,118.02144 -20.5196,118.01976 -20.51995,118.01605 -20.51997)))",Lake,,Perennial,Not applicable,Perennial Lake,4227.434,23.814,"238141","4243"
"MULTIPOLYGON (((120.40169 -21.44784,120.40072 -21.44875,120.39952 -21.44931,120.39602 -21.44919,120.39277 -21.44693,120.38976 -21.44512,120.38988 -21.44467,120.38952 -21.44433,120.38735 -21.44466,120.38469 -21.44635,120.38409 -21.44635,120.38373 -21.44601,120.38518 -21.445,120.38831 -21.44342,120.39036 -21.44377,120.39133 -21.44422,120.39446 -21.44693,120.39759 -21.44852,120.39879 -21.4484,120.4 -21.44807,120.40097 -21.44706,120.40169 -21.44694,120.40169 -21.44784)))",Lake,,Perennial,Not applicable,Perennial Lake,4480.573,23.557,"235565","4492"
"MULTIPOLYGON (((117.17939 -20.71348,117.17952 -20.71096,117.18037 -20.70881,117.18037 -20.70813,117.18001 -20.70791,117.17868 -20.70881,117.1776 -20.70892,117.17544 -20.70723,117.17492 -20.70598,117.17736 -20.70768,117.1782 -20.70791,117.17856 -20.70757,117.1782 -20.707,117.17845 -20.70666,117.17989 -20.70655,117.18217 -20.70509,117.1829 -20.70508,117.18325 -20.70588,117.1806 -20.71209,117.17939 -20.71348)))",Lake,,Perennial,Not applicable,Perennial Lake,3510.737,23.356,"233556","3508"
"MULTIPOLYGON (((120.47163 -21.52275,120.47188 -21.5214,120.47526 -21.51813,120.47912 -21.51441,120.48021 -21.51351,120.48395 -21.51171,120.48685 -21.51137,120.48757 -21.51205,120.48395 -21.51329,120.48371 -21.51272,120.48009 -21.51441,120.47997 -21.5152,120.47707 -21.51723,120.47707 -21.51802,120.47356 -21.52129,120.4726 -21.52264,120.4723 -21.52345,120.47232 -21.52391,120.47163 -21.52275)))",Lake,,Perennial,Not applicable,Perennial Lake,4644.588,23.062,"230625","4648"
"MULTIPOLYGON (((120.37648 -21.453,120.37617 -21.45328,120.37551 -21.45356,120.37407 -21.45369,120.37286 -21.45367,120.37257 -21.45361,120.37033 -21.45231,120.36841 -21.44971,120.36709 -21.44711,120.36372 -21.44361,120.36601 -21.44294,120.36745 -21.44553,120.36829 -21.44745,120.36961 -21.44994,120.3707 -21.45107,120.37286 -21.4522,120.37395 -21.45266,120.37588 -21.45243,120.37616 -21.45256,120.37648 -21.453)))",Lake,,Perennial,Not applicable,Perennial Lake,3840.269,22.880,"228797","3841"
"MULTIPOLYGON (((117.17546 -20.68317,117.17702 -20.6834,117.1781 -20.68453,117.17836 -20.68557,117.17858 -20.68645,117.17906 -20.68667,117.18025 -20.68634,117.17978 -20.6878,117.17865 -20.68861,117.17702 -20.68791,117.17711 -20.68677,117.17714 -20.68645,117.1763 -20.68577,117.1733 -20.68554,117.17162 -20.68588,117.17102 -20.68542,117.17102 -20.68509,117.1715 -20.68463,117.17306 -20.68373,117.17426 -20.68373,117.17546 -20.68317)))",Lake,,Perennial,Not applicable,Perennial Lake,2649.991,22.929,"229292","2654"
"MULTIPOLYGON (((120.59725 -20.70781,120.59315 -20.70687,120.59127 -20.70662,120.59084 -20.70641,120.58856 -20.70641,120.58818 -20.7062,120.588 -20.70576,120.58824 -20.70524,120.58875 -20.70507,120.59118 -20.70506,120.59342 -20.70554,120.60197 -20.70779,120.60273 -20.70914,120.60223 -20.70942,120.59725 -20.70781)))",Lake,NGUMBERAMOORING POOL,Perennial,Not applicable,Perennial Lake,3325.730,22.671,"226717","3338"
"MULTIPOLYGON (((120.47148 -20.69808,120.47123 -20.69836,120.47071 -20.69847,120.46858 -20.69769,120.46772 -20.69713,120.466 -20.69618,120.46435 -20.69526,120.4638 -20.69476,120.4601 -20.69201,120.45992 -20.69185,120.45982 -20.69163,120.45999 -20.69106,120.46049 -20.69078,120.46081 -20.69081,120.46479 -20.69377,120.4657 -20.69435,120.46778 -20.6953,120.47029 -20.69663,120.47066 -20.69695,120.47137 -20.69735,120.47159 -20.69765,120.47148 -20.69808)))",Lake,YUKERAKINE POOL,Perennial,Not applicable,Perennial Lake,3040.262,22.568,"225678","3045"
"MULTIPOLYGON (((119.97916 -20.61219,119.97833 -20.61134,119.97733 -20.61129,119.97486 -20.61079,119.97334 -20.60958,119.97282 -20.60906,119.97198 -20.60786,119.96957 -20.60664,119.96533 -20.60631,119.96431 -20.60776,119.96359 -20.60798,119.96036 -20.60832,119.95377 -20.60806,119.95426 -20.60752,119.96048 -20.60787,119.96347 -20.60753,119.96456 -20.60654,119.96347 -20.60572,119.96383 -20.6055,119.96479 -20.6055,119.96515 -20.60572,119.9685 -20.60595,119.96965 -20.60603,119.97074 -20.60654,119.97329 -20.60825,119.97455 -20.60965,119.97496 -20.6101,119.97588 -20.61038,119.97644 -20.61055,119.97812 -20.6109,119.97964 -20.61121,119.98075 -20.61169,119.98434 -20.61333,119.98496 -20.61343,119.9854 -20.61371,119.98433 -20.6136,119.98378 -20.61365,119.98061 -20.61191,119.97916 -20.61219)))",Lake,MOORAGOORDINA POOL,Perennial,Not applicable,Perennial Lake,7544.686,22.469,"224694","7569"
"MULTIPOLYGON (((120.3182 -20.99535,120.31715 -20.99515,120.31479 -20.99218,120.31103 -20.98516,120.31081 -20.98383,120.3114 -20.98321,120.31214 -20.98352,120.31241 -20.98472,120.31603 -20.99149,120.31774 -20.99378,120.31863 -20.99433,120.31872 -20.99484,120.3182 -20.99535)))",Lake,,Perennial,Not applicable,Perennial Lake,3254.971,22.164,"221637","3247"
"MULTIPOLYGON (((119.47632 -20.42368,119.47441 -20.42266,119.47129 -20.42242,119.4683 -20.42163,119.46316 -20.42094,119.46162 -20.42039,119.46268 -20.41958,119.46352 -20.41947,119.46735 -20.42005,119.47189 -20.42141,119.47417 -20.42175,119.47879 -20.42342,119.47632 -20.42368)))",Lake,COOGEENARINER POOL,Perennial,Not applicable,Perennial Lake,3728.351,21.845,"218452","3743"
"MULTIPOLYGON (((117.03228 -21.50322,117.03083 -21.50253,117.02926 -21.50253,117.02751 -21.50284,117.02588 -21.50273,117.02396 -21.50193,117.02275 -21.5017,117.0201 -21.50067,117.01648 -21.49998,117.01516 -21.49963,117.01444 -21.49929,117.0142 -21.49895,117.01457 -21.49822,117.01553 -21.49805,117.01842 -21.49931,117.02252 -21.50068,117.02625 -21.50172,117.03096 -21.50186,117.03228 -21.50232,117.03263 -21.50289,117.03228 -21.50322)))",Lake,,Perennial,Not applicable,Perennial Lake,4097.655,20.823,"208229","4116"
"MULTIPOLYGON (((120.66608 -20.95683,120.66554 -20.95657,120.66539 -20.95586,120.67312 -20.94903,120.67456 -20.94805,120.67535 -20.94829,120.67528 -20.94919,120.66682 -20.95649,120.66663 -20.95664,120.66608 -20.95683)))",Lake,,Perennial,Not applicable,Perennial Lake,2898.597,20.829,"208285","2900"
"MULTIPOLYGON (((120.86453 -20.86222,120.85493 -20.85577,120.85464 -20.85517,120.85493 -20.85463,120.85579 -20.85462,120.86531 -20.86097,120.86546 -20.86196,120.86453 -20.86222)))",Lake,,Perennial,Not applicable,Perennial Lake,2879.958,20.573,"205728","2884"
"MULTIPOLYGON (((121.02695 -21.45223,121.02563 -21.45179,121.02598 -21.44975,121.02622 -21.44716,121.02778 -21.44591,121.0285 -21.44433,121.0291 -21.44207,121.02945 -21.43823,121.02969 -21.43789,121.0303 -21.43789,121.03042 -21.43835,121.02995 -21.44342,121.02899 -21.44625,121.02803 -21.44783,121.02719 -21.44896,121.02695 -21.45223)))",Lake,,Perennial,Not applicable,Perennial Lake,3533.745,20.189,"201886","3519"
"MULTIPOLYGON (((120.8244 -21.29071,120.82475 -21.2903,120.826 -21.28952,120.82843 -21.28777,120.83044 -21.2856,120.83147 -21.28333,120.83248 -21.28159,120.83357 -21.27913,120.83333 -21.2775,120.83306 -21.27704,120.83287 -21.27658,120.83125 -21.27456,120.83064 -21.27276,120.83052 -21.27117,120.83028 -21.27061,120.83004 -21.26881,120.83076 -21.2688,120.83112 -21.26971,120.83124 -21.27129,120.83173 -21.27377,120.83257 -21.27422,120.83366 -21.27569,120.83378 -21.27614,120.83366 -21.27681,120.83354 -21.27704,120.8337 -21.27725,120.83415 -21.27914,120.83298 -21.28177,120.83192 -21.28356,120.83088 -21.28577,120.82943 -21.28756,120.82856 -21.28826,120.82834 -21.28844,120.82623 -21.29002,120.82493 -21.29067,120.8244 -21.29071)))",Lake,,Perennial,Not applicable,Perennial Lake,5909.382,19.561,"195614","5895"
"MULTIPOLYGON (((116.94687 -20.76485,116.94649 -20.76255,116.94708 -20.76074,116.94718 -20.75815,116.94681 -20.75691,116.94572 -20.75511,116.94475 -20.75421,116.94369 -20.75307,116.94365 -20.75258,116.94176 -20.7502,116.94171 -20.74999,116.94176 -20.74985,116.94204 -20.74979,116.94241 -20.74992,116.94295 -20.75067,116.94416 -20.7523,116.94595 -20.75398,116.94752 -20.75532,116.94825 -20.75679,116.94838 -20.75803,116.94805 -20.76187,116.94687 -20.76485)))",Lake,,Perennial,Not applicable,Perennial Lake,3841.940,19.309,"193085","3831"
"MULTIPOLYGON (((119.88981 -21.16257,119.88945 -21.16257,119.88884 -21.16178,119.88896 -21.16076,119.8886 -21.16009,119.88788 -21.15998,119.88764 -21.15964,119.88763 -21.15874,119.88811 -21.15783,119.88883 -21.15783,119.88944 -21.15839,119.88992 -21.15805,119.89075 -21.15613,119.89124 -21.15613,119.89184 -21.15658,119.89196 -21.15692,119.89124 -21.15816,119.89016 -21.15907,119.88992 -21.15963,119.88992 -21.1602,119.89052 -21.16031,119.89112 -21.15952,119.89172 -21.15895,119.89221 -21.15872,119.89305 -21.15906,119.89305 -21.15985,119.89257 -21.16041,119.89149 -21.16087,119.89083 -21.16224,119.88981 -21.16257)))",Lake,,Perennial,Not applicable,Perennial Lake,2720.311,18.601,"186009","2718"
"MULTIPOLYGON (((117.35214 -20.84833,117.34901 -20.8498,117.34685 -20.85127,117.34625 -20.85229,117.34625 -20.85364,117.34758 -20.85613,117.3483 -20.85681,117.35244 -20.85913,117.3531 -20.85962,117.35198 -20.85959,117.34722 -20.85748,117.34649 -20.85635,117.34529 -20.85319,117.34541 -20.85172,117.34649 -20.85048,117.34813 -20.84916,117.3508 -20.84812,117.35214 -20.84833)))",Lake,,Perennial,Not applicable,Perennial Lake,4111.371,18.363,"183627","4114"
"MULTIPOLYGON (((121.07012 -21.52382,121.06916 -21.52343,121.06795 -21.52184,121.06798 -21.51996,121.06814 -21.51723,121.06802 -21.5165,121.06668 -21.51472,121.06585 -21.51362,121.05756 -21.50824,121.05736 -21.50758,121.05808 -21.50764,121.06632 -21.51296,121.06681 -21.51347,121.06702 -21.51369,121.06867 -21.51626,121.06878 -21.51772,121.06864 -21.519,121.06854 -21.52185,121.06956 -21.52283,121.07012 -21.52382)))",Lake,,Perennial,Not applicable,Perennial Lake,4882.208,18.204,"182042","4877"
"MULTIPOLYGON (((117.46404 -20.8403,117.46331 -20.84102,117.46233 -20.83584,117.46256 -20.83256,117.46196 -20.83132,117.46183 -20.82669,117.4628 -20.82849,117.46377 -20.83403,117.46404 -20.8403)))",Lake,TERENAR POOL,Perennial,Not applicable,Perennial Lake,3275.403,17.623,"176230","3260"
"MULTIPOLYGON (((119.78497 -20.88988,119.78361 -20.88754,119.78195 -20.88026,119.78003 -20.8772,119.78052 -20.87551,119.78293 -20.87994,119.78494 -20.88803,119.78497 -20.88988)))",Lake,,Perennial,Not applicable,Perennial Lake,3396.196,17.132,"171322","3382"
"MULTIPOLYGON (((117.51117 -21.78952,117.50906 -21.78919,117.50641 -21.78783,117.50364 -21.7859,117.50302 -21.78533,117.50219 -21.78398,117.5022 -21.78292,117.50352 -21.78342,117.50581 -21.78568,117.50787 -21.78681,117.51003 -21.78829,117.51117 -21.78952)))",Lake,UPPER WALLOONA POOL,Perennial,Not applicable,Perennial Lake,2463.882,16.820,"168201","2467"
"MULTIPOLYGON (((120.49215 -21.23165,120.49163 -21.23135,120.49159 -21.23038,120.49166 -21.22933,120.49196 -21.22858,120.49225 -21.22789,120.49309 -21.22756,120.49394 -21.22633,120.49647 -21.22372,120.49876 -21.22159,120.499 -21.22113,120.49984 -21.22091,120.49972 -21.22203,120.4984 -21.22338,120.49647 -21.22509,120.49562 -21.22632,120.49357 -21.22858,120.49273 -21.23038,120.49215 -21.23165)))",Lake,TUMBINNA POOL,Perennial,Not applicable,Perennial Lake,3056.593,16.868,"168684","3052"
"MULTIPOLYGON (((121.03085 -21.41836,121.03073 -21.4161,121.03192 -21.41249,121.03156 -21.41204,121.03168 -21.41102,121.03264 -21.40978,121.03432 -21.40605,121.03528 -21.40481,121.03627 -21.40447,121.03623 -21.40473,121.03576 -21.40515,121.0354 -21.40571,121.03432 -21.40842,121.033 -21.41068,121.03276 -21.4117,121.03301 -21.41192,121.03337 -21.41204,121.03337 -21.41249,121.03193 -21.41599,121.03145 -21.41791,121.03085 -21.41836)))",Lake,,Perennial,Not applicable,Perennial Lake,3482.244,16.807,"168072","3470"
"MULTIPOLYGON (((120.24592 -22.98313,120.24604 -22.98037,120.24665 -22.97845,120.24677 -22.97721,120.24701 -22.97687,120.24871 -22.97528,120.24993 -22.97473,120.25237 -22.97416,120.25322 -22.97416,120.25505 -22.9746,120.25707 -22.97631,120.25457 -22.97573,120.25286 -22.97495,120.25164 -22.97494,120.25066 -22.97529,120.25006 -22.97574,120.24847 -22.9772,120.2475 -22.97902,120.24592 -22.98313)))",Lake,JINERABAR POOL,Perennial,Not applicable,Perennial Lake,3626.327,16.533,"165331","3626"
